Id,SalePrice
1461,116304.6318
1462,138786.9529
1463,156778.8516
1464,159374.6541
1465,149436.4323
1466,139507.533
1467,158216.465
1468,139279.3261
1469,140257.1839
1470,119057.2816
1471,162136.8836
1472,98504.13072
1473,97856.51656
1474,140390.6827
1475,111223.7802
1476,246778.9402
1477,181059.2238
1478,194106.8174
1479,188612.7455
1480,260313.4536
1481,224452.9295
1482,159619.3955
1483,128166.2282
1484,140946.7184
1485,128709.4558
1486,150286.9312
1487,230517.5511
1488,155873.7967
1489,142639.4256
1490,171008.5551
1491,157794.0411
1492,99554.75896
1493,171391.4085
1494,221824.3289
1495,202124.2995
1496,178827.917
1497,140306.7453
1498,128118.1314
1499,122364.1221
1500,123842.5848
1501,153522.5007
1502,133644.4278
1503,192702.4022
1504,168397.5396
1505,159105.7683
1506,158290.5708
1507,220486.4333
1508,171216.7264
1509,138023.0188
1510,122333.323
1511,117462.3154
1512,134154.9287
1513,127562.574
1514,154211.0762
1515,182541.555
1516,139825.8712
1517,143636.5462
1518,145416.4808
1519,170767.3538
1520,117628.1952
1521,115576.9804
1522,135738.1683
1523,100400.8082
1524,107584.3298
1525,109217.398
1526,103567.8491
1527,113649.9808
1528,130776.1457
1529,131609.9599
1530,139874.2153
1531,128016.9164
1532,89689.193
1533,131971.7974
1534,100487.8685
1535,145156.5322
1536,117245.5986
1537,99036.78092
1538,134368.1989
1539,152411.5345
1540,119437.751
1541,132035.2223
1542,127254.1402
1543,148958.9729
1544,76052.45487
1545,105326.6161
1546,117931.338
1547,122750.3315
1548,109571.2359
1549,111278.1864
1550,118831.8375
1551,112406.7681
1552,135181.3143
1553,147554.5243
1554,113504.7629
1555,142558.0387
1556,87164.09206
1557,111438.6212
1558,90529.35213
1559,105117.7089
1560,139057.9289
1561,134325.6038
1562,114105.7168
1563,109784.3047
1564,148636.9268
1565,127943.6411
1566,176134.3992
1567,82675.23682
1568,193796.6833
1569,139254.1592
1570,123217.3188
1571,130125.2192
1572,157591.5772
1573,171878.0965
1574,125493.071
1575,168048.8666
1576,183002.6278
1577,145546.6338
1578,127037.2784
1579,139526.107
1580,160041.3549
1581,128265.6437
1582,117999.6409
1583,213928.176
1584,185087.1972
1585,130979.3883
1586,88515.07921
1587,110024.204
1588,141209.9524
1589,119709.9138
1590,139992.1569
1591,96103.24092
1592,118533.4339
1593,107227.4037
1594,125608.1063
1595,115914.7253
1596,175889.9962
1597,176159.5971
1598,159878.7254
1599,151914.0684
1600,146741.6023
1601,73106.90636
1602,104095.1893
1603,86035.99332
1604,206074.3795
1605,179533.6215
1606,140852.3835
1607,169529.5411
1608,184763.8043
1609,151967.8152
1610,153767.0576
1611,122580.221
1612,136051.163
1613,157221.248
1614,116617.6293
1615,92212.31776
1616,80063.14669
1617,94970.23986
1618,112918.6296
1619,133727.8536
1620,179508.2572
1621,118503.629
1622,138267.226
1623,214389.7419
1624,196201.529
1625,104942.0118
1626,133230.4991
1627,157262.9607
1628,221156.3092
1629,133115.8334
1630,230747.1274
1631,165944.46
1632,162340.6363
1633,133376.3887
1634,145865.1696
1635,133507.7007
1636,119227.838
1637,139895.1096
1638,167640.5306
1639,149511.187
1640,224168.4543
1641,156880.6305
1642,168313.5226
1643,161616.8189
1644,169391.0772
1645,182393.1472
1646,134131.4034
1647,133808.0743
1648,124169.004
1649,118826.0523
1650,118333.2727
1651,120672.996
1652,98714.48341
1653,99864.04417
1654,136729.6927
1655,130772.0115
1656,131693.7994
1657,133831.7882
1658,133443.8548
1659,122436.3251
1660,126604.059
1661,301764.8608
1662,245602.5324
1663,221196.1796
1664,281886.3864
1665,191770.8405
1666,215205.2827
1667,268168.5724
1668,207052.2334
1669,211916.4619
1670,213735.6879
1671,207204.0189
1672,260502.7958
1673,238608.5424
1674,167153.0672
1675,159714.7203
1676,157315.649
1677,163615.9278
1678,262943.9512
1679,226623.4289
1680,215904.789
1681,154891.3058
1682,206615.0772
1683,129680.6952
1684,121143.2909
1685,138161.711
1686,139442.78
1687,125684.5467
1688,147000.0192
1689,159899.9293
1690,145017.5447
1691,133740.1512
1692,194810.4738
1693,132916.1355
1694,139413.1087
1695,131892.9023
1696,229481.5658
1697,137624.4571
1698,269831.413
1699,201142.2638
1700,187452.1091
1701,198716.221
1702,182279.9438
1703,198666.9419
1704,205324.419
1705,161355.0531
1706,261656.3497
1707,155005.7719
1708,145096.2915
1709,195160.1569
1710,158295.9254
1711,188652.8408
1712,190200.6424
1713,187622.7877
1714,160943.9255
1715,154376.8066
1716,142568.3938
1717,146009.7601
1718,109578.9829
1719,166345.7768
1720,156760.819
1721,137430.4566
1722,118646.648
1723,141354.9586
1724,153570.9745
1725,185528.0688
1726,159209.7725
1727,126217.3676
1728,144344.8722
1729,141919.3411
1730,139932.8904
1731,109117.4052
1732,124736.4965
1733,106735.8001
1734,115433.0671
1735,118056.9815
1736,107847.2148
1737,268181.9559
1738,172567.3978
1739,198427.1021
1740,173298.2317
1741,153228.4808
1742,145662.2305
1743,136881.6039
1744,211013.0879
1745,160378.7574
1746,176558.0729
1747,194408.3647
1748,180658.9435
1749,141453.574
1750,114828.9781
1751,182375.8132
1752,110728.3739
1753,150836.3179
1754,182118.8161
1755,134039.846
1756,119792.2125
1757,105441.6383
1758,122196.1272
1759,159374.2542
1760,137498.2205
1761,137924.9603
1762,161575.7314
1763,146315.5437
1764,95553.62546
1765,135886.1498
1766,149788.8304
1767,176141.6587
1768,125602.374
1769,136165.237
1770,123784.9782
1771,120016.6236
1772,118656.4683
1773,138992.2554
1774,148055.2334
1775,113173.7367
1776,103511.0466
1777,103626.9321
1778,129755.6838
1779,108217.8081
1780,156250.6269
1781,113353.1106
1782,91347.81785
1783,128104.4544
1784,107869.4448
1785,105315.6232
1786,130468.4768
1787,149151.6519
1788,70513.56725
1789,101673.2919
1790,80347.45629
1791,178411.769
1792,125467.603
1793,114910.2565
1794,131058.4634
1795,113130.8166
1796,108609.8286
1797,116378.2421
1798,109741.3455
1799,103481.6735
1800,110165.4024
1801,124037.612
1802,137095.5682
1803,130418.595
1804,130123.9239
1805,118266.814
1806,107560.094
1807,114380.5933
1808,110661.2516
1809,122364.8454
1810,135274.3923
1811,108291.9248
1812,103705.1689
1813,109805.4031
1814,94696.39302
1815,72794.27481
1816,88448.23341
1817,112514.7832
1818,126798.4722
1819,113301.9801
1820,68460.65887
1821,109006.1374
1822,136313.2166
1823,68539.42936
1824,115288.2085
1825,130875.5496
1826,99571.62286
1827,100838.7143
1828,114668.4412
1829,93339.66464
1830,130103.1702
1831,149048.8212
1832,120721.6976
1833,125535.1429
1834,117710.0585
1835,136090.8129
1836,118495.3273
1837,88667.98081
1838,131166.5295
1839,92350.18313
1840,162371.0537
1841,157779.3253
1842,101047.569
1843,123228.5212
1844,114706.1868
1845,127463.1918
1846,122585.0377
1847,137880.9882
1848,64237.12064
1849,112087.528
1850,107755.634
1851,151169.5724
1852,108714.8535
1853,129896.2893
1854,140304.7622
1855,112861.452
1856,170823.7286
1857,157329.2926
1858,144994.6303
1859,131816.7321
1860,151835.9109
1861,131802.8217
1862,217979.1201
1863,226686.1574
1864,226435.2852
1865,207762.9179
1866,202009.8579
1867,178799.411
1868,203888.7743
1869,166824.3208
1870,174173.0079
1871,177986.6101
1872,139327.3197
1873,174406.5054
1874,137733.5861
1875,182062.4495
1876,153640.8713
1877,165690.1333
1878,168068.3826
1879,109236.5644
1880,131471.5046
1881,187274.8847
1882,205097.8485
1883,142860.4194
1884,160709.885
1885,191844.9108
1886,197461.3514
1887,160691.6907
1888,205077.0764
1889,138067.0187
1890,131550.6463
1891,124481.1055
1892,104619.6755
1893,118759.4084
1894,132012.056
1895,137225.9419
1896,120584.6565
1897,108451.6468
1898,94987.44056
1899,129425.331
1900,127665.3672
1901,135012.6494
1902,114522.6347
1903,160253.1058
1904,117698.9271
1905,157084.434
1906,135952.7584
1907,162288.4215
1908,117521.7622
1909,134113.9414
1910,119567.1974
1911,179191.887
1912,209224.6995
1913,140162.1035
1914,72221.02201
1915,192082.6239
1916,81567.53016
1917,194929.6293
1918,135919.0714
1919,150454.1181
1920,149725.2816
1921,253805.109
1922,238597.9547
1923,196718.2379
1924,204937.5389
1925,181890.9094
1926,250084.7947
1927,119248.172
1928,134419.8689
1929,112289.4247
1930,124661.0819
1931,139762.0651
1932,123933.2923
1933,146682.6747
1934,148945.5706
1935,145728.1757
1936,153113.9744
1937,156486.6207
1938,143407.5556
1939,175441.5248
1940,142238.6819
1941,152452.3827
1942,149131.1051
1943,153764.9272
1944,235731.5332
1945,220896.3665
1946,134421.7749
1947,194562.3715
1948,140959.2376
1949,191364.6053
1950,158772.7873
1951,194281.5502
1952,189252.4533
1953,135815.7125
1954,181366.607
1955,124235.943
1956,261213.384
1957,140857.3037
1958,242712.8452
1959,144141.8349
1960,119494.3008
1961,105234.7014
1962,98030.43063
1963,103077.9444
1964,99502.10378
1965,145474.4428
1966,124270.5839
1967,200302.0847
1968,231502.2014
1969,215345.2539
1970,234700.7857
1971,292334.254
1972,258530.2219
1973,217523.9201
1974,220396.6406
1975,266610.6011
1976,222431.3216
1977,276520.8697
1978,240353.7509
1979,226595.529
1980,153511.1011
1981,199401.8423
1982,161701.1655
1983,153299.8014
1984,145329.8554
1985,178291.2969
1986,175687.98
1987,137638.2537
1988,146200.9272
1989,147502.4503
1990,178858.5259
1991,171319.4942
1992,163457.3231
1993,119345.5598
1994,178044.7494
1995,146950.5658
1996,192890.4605
1997,201595.4637
1998,230416.4735
1999,195168.6508
2000,250755.6845
2001,200433.7365
2002,180999.9637
2003,179398.6706
2004,216908.1578
2005,148814.3265
2006,159175.1797
2007,204250.7306
2008,158131.7714
2009,159629.8186
2010,164999.7289
2011,126723.8272
2012,139687.2964
2013,143791.8928
2014,157543.5486
2015,157655.9594
2016,153720.5618
2017,152093.8015
2018,108340.2495
2019,122365.9377
2020,120591.3903
2021,100080.6858
2022,160140.1285
2023,122888.507
2024,197634.611
2025,237928.0626
2026,131505.8079
2027,129199.7336
2028,130484.0796
2029,140594.0408
2030,187597.2137
2031,168271.5542
2032,175624.7662
2033,183842.503
2034,124743.603
2035,185232.0377
2036,155880.1473
2037,158394.6157
2038,198598.7819
2039,151312.8619
2040,211244.5365
2041,203898.9024
2042,161587.6841
2043,141653.9227
2044,150981.5943
2045,183728.6601
2046,145416.7229
2047,123490.4215
2048,122631.6675
2049,148798.3007
2050,151450.0226
2051,119001.0033
2052,126923.4885
2053,128799.3986
2054,88694.62434
2055,131035.6449
2056,131316.1981
2057,103637.47
2058,171109.835
2059,127021.7128
2060,160626.187
2061,134989.6727
2062,110949.945
2063,100528.9698
2064,134204.7127
2065,108996.6511
2066,152329.1152
2067,127730.6349
2068,141497.5484
2069,96131.90429
2070,107412.083
2071,98413.65944
2072,123510.8368
2073,134996.8102
2074,150225.1526
2075,128347.5006
2076,105297.8039
2077,128795.2448
2078,115382.7122
2079,129516.5113
2080,113365.6469
2081,107656.3801
2082,135457.7561
2083,136744.6937
2084,107555.3158
2085,111029.4471
2086,132584.9149
2087,121266.0077
2088,96110.48132
2089,75930.19062
2090,118969.3013
2091,109205.2955
2092,127204.821
2093,125675.6314
2094,105260.6479
2095,136674.327
2096,82819.50134
2097,92371.46392
2098,134488.1454
2099,72331.30799
2100,100309.3965
2101,122421.0644
2102,127976.1987
2103,108916.274
2104,128054.517
2105,118336.9656
2106,86573.6453
2107,211726.7931
2108,110537.8173
2109,106508.2298
2110,111583.6044
2111,120094.5894
2112,116992.3895
2113,104234.6697
2114,114706.9484
2115,128109.146
2116,117060.1023
2117,126200.8503
2118,106940.9965
2119,94848.63275
2120,110151.1547
2121,101881.4228
2122,101705.8934
2123,96213.86346
2124,138884.4034
2125,122189.9631
2126,131706.5091
2127,149043.9924
2128,121461.9042
2129,100388.851
2130,133384.9331
2131,132159.9976
2132,124551.6028
2133,122834.6309
2134,110576.5229
2135,109703.3755
2136,93058.79064
2137,116886.6224
2138,127359.3853
2139,127873.2051
2140,122073.3011
2141,134019.3038
2142,114310.2566
2143,121397.6638
2144,117629.0512
2145,122098.5645
2146,132379.1707
2147,153941.2863
2148,133585.3825
2149,115274.4093
2150,184846.2649
2151,112091.6676
2152,156772.8681
2153,149440.8724
2154,118263.8671
2155,140050.776
2156,181780.4848
2157,172126.2262
2158,188957.1512
2159,153365.1353
2160,135596.7168
2161,181001.4041
2162,218270.1729
2163,244015.2884
2164,173833.2757
2165,152260.8481
2166,137282.481
2167,168506.3862
2168,158530.429
2169,159823.6651
2170,161641.6596
2171,135022.1061
2172,146220.3096
2173,163754.277
2174,174677.1521
2175,223743.9249
2176,207589.0324
2177,201205.29
2178,167601.7865
2179,130916.7822
2180,205931.5634
2181,150303.2208
2182,163589.6723
2183,145656.652
2184,127533.4127
2185,128207.6435
2186,150983.055
2187,141312.5419
2188,151931.6004
2189,194989.521
2190,102285.274
2191,106988.4669
2192,98769.38228
2193,102621.6281
2194,130921.4236
2195,102364.7645
2196,116601.7573
2197,123757.7792
2198,144977.6421
2199,145669.8639
2200,110872.0904
2201,115582.5279
2202,149773.1594
2203,122054.2213
2204,154459.2385
2205,95808.67933
2206,116105.5942
2207,155356.5344
2208,194758.7633
2209,186188.0014
2210,118418.4702
2211,105592.0974
2212,113849.2832
2213,101379.5403
2214,121919.0246
2215,103842.763
2216,145736.883
2217,91617.85954
2218,89264.35082
2219,84990.79541
2220,71183.31331
2221,191949.4867
2222,188893.0209
2223,211013.0257
2224,184310.2842
2225,130397.9211
2226,176945.4966
2227,175958.3373
2228,207859.6252
2229,198976.8011
2230,135334.4484
2231,207006.7185
2232,158860.5311
2233,168941.2315
2234,189716.9012
2235,166579.7818
2236,239409.2091
2237,234262.6036
2238,189631.9093
2239,116464.5333
2240,129813.9123
2241,145509.5946
2242,124527.6408
2243,130123.0949
2244,100852.1823
2245,94491.59881
2246,127738.2268
2247,116637.2746
2248,128196.4381
2249,119968.0857
2250,134800.1773
2251,123081.3665
2252,158775.79
2253,125625.5301
2254,142374.0108
2255,160567.3317
2256,128111.0067
2257,172626.1897
2258,127079.0035
2259,146291.5063
2260,121919.8837
2261,144940.1085
2262,152181.4133
2263,237254.7573
2264,264819.6221
2265,161929.5458
2266,183067.4986
2267,231209.2073
2268,259176.1871
2269,127377.4611
2270,162279.6721
2271,180061.0865
2272,173714.3989
2273,146809.8287
2274,143899.7134
2275,145279.6299
2276,141152.7979
2277,174188.7071
2278,147354.129
2279,105688.357
2280,119589.0445
2281,147607.6854
2282,171226.6273
2283,113490.5518
2284,95681.7055
2285,124319.2912
2286,107467.1246
2287,218190.3017
2288,191061.9337
2289,236146.1456
2290,237283.9289
2291,225708.3486
2292,246729.9138
2293,244702.8737
2294,256602.5807
2295,267700.6225
2296,211458.9083
2297,202529.3303
2298,202166.5616
2299,268110.6812
2300,258454.2244
2301,206751.1141
2302,191403.2136
2303,171601.7033
2304,180996.4541
2305,159034.4139
2306,170423.2959
2307,162973.1553
2308,177059.5277
2309,178554.0011
2310,156722.9125
2311,159585.5076
2312,135372.6781
2313,135580.1047
2314,124217.2454
2315,132749.4856
2316,148287.0285
2317,152545.8497
2318,149141.2155
2319,134711.5797
2320,130449.7666
2321,182857.056
2322,143523.8703
2323,134412.6291
2324,131132.6438
2325,150163.3383
2326,129988.5265
2327,163710.0104
2328,182136.7282
2329,150791.8056
2330,148839.0101
2331,264588.6531
2332,247235.2801
2333,237752.928
2334,200171.9604
2335,199699.085
2336,244871.4046
2337,155334.4776
2338,204998.9092
2339,190746.6065
2340,231080.3238
